amount,claims,age,policy_years,fraud
63975,8,66,9,1
11522,8,65,3,0
63930,3,59,17,0
52365,1,28,8,0
37079,7,65,6,0
28070,10,69,13,0
86158,6,47,17,1
37722,4,60,7,0
17168,5,22,3,0
9430,8,27,20,0
47606,0,26,11,0
21105,5,47,4,0
81016,9,29,17,1
36541,10,38,4,0
45881,5,18,1,0
17808,6,63,9,0
44062,7,64,10,0
69312,10,49,10,1
63509,9,46,4,1
52567,2,46,1,0
93313,3,30,7,0
21687,6,22,7,0
59436,4,36,10,1
24487,5,42,3,0
56941,2,31,4,0
5577,1,57,5,0
32796,10,34,19,0
2391,0,39,9,0
31334,7,30,15,0
55957,7,54,16,1
15467,6,59,5,0
85659,2,38,1,0
91309,6,50,2,1
44882,2,59,15,0
92340,2,62,2,0
73095,1,63,12,0
20013,3,22,9,0
40357,1,48,8,0
53974,8,46,8,1
87782,2,67,17,0
72636,1,41,15,0
53601,1,35,11,0
64450,8,29,7,1
67836,4,43,14,1
71252,5,62,4,1
2390,0,39,15,0
20275,2,51,14,0
70730,5,48,4,1
59543,5,50,13,1
89776,6,69,16,1
92532,6,44,1,1
60446,3,19,4,0
33887,8,69,6,0
67653,3,68,12,0
26833,5,61,8,0
43782,5,18,1,0
52414,4,50,11,1
90553,10,69,9,1
78703,1,34,15,0
14573,6,23,6,0
21787,7,64,11,0
69181,4,60,20,1
36970,9,60,13,0
25426,5,44,17,0
55467,8,41,15,1
30332,2,35,5,0
90765,4,70,4,1
74861,7,57,9,1
61805,8,52,20,1
56506,2,27,1,0
80250,4,69,11,1
76072,3,45,18,0
13359,7,51,3,0
40893,6,37,5,0
90690,9,51,4,1
68869,3,19,2,0
80912,3,61,13,0
37374,7,32,20,0
51532,5,45,1,1
11780,0,65,17,0
10776,6,22,17,0
51556,0,20,10,0
44128,5,49,4,0
68166,4,33,17,1
35271,3,29,16,0
65273,2,53,19,0
89746,9,50,18,1
93417,2,22,7,0
94463,0,33,17,0
69343,7,34,4,1
91429,5,43,4,1
41278,9,50,9,0
29597,9,27,18,0
44947,2,23,4,0
23781,5,58,12,0
38978,6,49,20,0
24405,8,33,20,0
74095,4,61,17,1
91194,6,53,17,1
85060,1,53,10,0
35784,0,36,3,0
17264,2,41,8,0
51558,10,60,4,1
96713,10,38,20,1
29405,4,62,20,0
1013,6,53,11,0
86322,5,60,10,1
1166,4,24,7,0
5645,2,55,11,0
52455,9,55,6,1
92620,8,69,9,1
13282,4,63,10,0
22676,3,64,19,0
59482,1,30,11,0
78684,4,55,4,1
38665,7,58,2,0
17016,5,37,14,0
87246,0,54,19,0
45566,0,59,13,0
25006,0,53,20,0
93407,7,32,5,1
63986,0,63,20,0
4384,9,51,6,0
75084,3,63,15,0
18756,3,25,19,0
17470,0,36,5,0
34271,6,29,4,0
2713,5,55,11,0
53318,0,21,12,0
31544,5,56,16,0
2792,4,52,3,0
24557,3,18,5,0
69878,7,18,8,1
50289,1,50,10,0
64567,4,36,6,1
63279,4,51,18,1
40782,8,63,7,0
61101,9,32,16,1
34275,0,47,3,0
25642,2,38,5,0
74486,9,64,8,1
51725,7,35,15,1
28880,6,53,13,0
69002,9,28,9,1
67244,3,34,18,0
74482,5,43,8,1
37397,7,43,11,0
58984,9,22,4,1
11246,3,57,9,0
34225,7,18,12,0
15573,8,25,15,0
57924,3,56,16,0
81495,9,63,17,1
25995,6,57,3,0
73225,10,51,15,1
22358,4,46,12,0
56736,5,30,3,1
92589,3,37,1,0
77933,0,41,1,0
57907,1,46,18,0
55835,1,25,15,0
61975,8,61,17,1
22112,8,24,18,0
77232,7,31,19,1
48878,2,26,7,0
85574,8,65,18,1
48053,5,39,9,0
55455,1,40,18,0
87466,1,60,12,0
29434,10,34,14,0
51486,3,59,6,0
89777,6,49,13,1
74949,6,55,17,1
69473,10,66,20,1
94004,6,69,13,1
38838,7,28,15,0
95499,8,68,3,1
63677,6,20,13,1
54926,6,49,17,1
49931,8,62,18,0
32421,1,32,7,0
93408,2,58,6,0
31554,10,22,16,0
3848,4,52,19,0
35136,1,55,12,0
39123,6,49,3,0
92583,6,69,15,1
26921,5,61,7,0
49582,0,60,7,0
54147,5,36,10,1
76097,5,60,3,1
62799,2,56,10,0
76301,5,54,19,1
1366,2,22,19,0
25354,10,20,16,0
67102,6,68,20,1
37547,9,41,10,0
7569,3,55,11,0
80721,1,49,7,0
57274,4,59,14,1
38475,9,58,13,0
97143,2,65,8,0
71783,10,53,3,1
6340,4,46,15,0
82794,3,48,9,0
21279,10,21,18,0
79526,2,56,20,0
57293,10,54,6,1
28557,5,55,4,0
67521,4,27,17,1
44285,5,37,11,0
64586,8,46,18,1
87771,2,61,14,0
61979,0,21,3,0
38754,5,21,15,0
10919,0,25,17,0
79109,6,59,11,1
27430,9,65,7,0
10378,5,30,20,0
17017,7,44,13,0
22236,0,31,16,0
33380,8,51,11,0
40765,9,27,20,0
80413,3,37,19,0
22100,7,28,5,0
44001,6,36,15,0
70913,5,49,15,1
25278,4,37,16,0
46892,7,33,5,0
12724,5,68,1,0
34078,5,24,19,0
95223,2,61,13,0
43901,5,47,19,0
19855,0,44,17,0
38986,6,52,6,0
12050,10,34,14,0
46364,8,29,8,0
97144,1,28,10,0
20324,9,57,3,0
94803,3,20,20,0
78961,4,65,5,1
35772,2,60,17,0
58334,6,27,20,1
91672,4,64,7,1
43761,6,45,7,0
60214,9,27,6,1
77766,5,60,6,1
45507,3,25,5,0
66771,9,64,12,1
23112,4,32,9,0
70497,9,56,17,1
6478,9,26,8,0
14952,7,33,16,0
51957,8,27,4,1
77448,7,33,11,1
30871,1,54,5,0
38624,3,42,14,0
2463,7,48,1,0
18415,3,35,7,0
19802,10,41,8,0
80740,5,31,5,1
74810,2,22,20,0
63311,2,66,6,0
64091,1,36,2,0
45781,6,35,2,0
88634,0,30,10,0
10095,2,18,5,0
32398,1,61,5,0
90023,3,40,17,0
71627,0,31,3,0
95801,8,61,8,1
85234,10,25,6,1
57682,8,41,19,1
35428,6,48,17,0
34507,2,44,19,0
63273,8,59,16,1
28227,4,64,8,0
9434,8,49,12,0
95752,8,37,1,1
69195,8,29,4,1
95218,10,22,6,1
63395,2,30,16,0
76209,2,56,7,0
35666,7,46,4,0
4403,2,23,6,0
58412,5,21,17,1
10572,10,44,12,0
2729,9,57,8,0
35155,0,36,14,0
69592,6,47,7,1
89309,7,19,10,1
38735,0,30,10,0
48391,1,42,12,0
57035,4,68,11,1
6235,10,47,8,0
85515,7,58,1,1
15248,3,68,13,0
5310,10,70,17,0
63064,10,42,9,1
52675,8,50,11,1
93342,0,25,3,0
68141,8,56,18,1
23332,3,19,7,0
50440,6,37,19,1
37780,4,24,15,0
70643,10,22,12,1
66738,0,22,7,0
38543,5,38,9,0
4508,2,54,5,0
60457,9,67,20,1
82544,8,36,11,1
93057,5,69,4,1
87261,4,47,2,1
72002,7,37,1,1
20695,5,49,8,0
17964,9,52,5,0
99884,7,57,20,1
16344,8,31,20,0
16485,7,21,11,0
65405,3,51,12,0
65884,3,45,12,0
30077,6,24,14,0
74075,8,47,20,1
23726,8,39,7,0
30379,9,33,14,0
80573,10,29,14,1
38435,8,38,1,0
43789,3,24,18,0
93470,3,34,7,0
75863,3,62,19,0
66242,2,25,8,0
29051,4,45,18,0
61378,1,53,3,0
6232,4,19,11,0
2638,5,68,17,0
39581,0,26,7,0
13929,2,44,18,0
7284,8,65,4,0
48620,4,36,2,0
5089,6,42,6,0
99230,8,70,8,1
92314,6,47,1,1
52027,2,28,11,0
81788,7,55,19,1
39338,9,36,18,0
73109,9,19,9,1
43590,5,43,14,0
42881,7,37,11,0
38590,2,29,2,0
50785,6,65,4,1
24709,3,56,19,0
95416,8,68,14,1
51145,10,61,11,1
44242,2,26,15,0
27423,2,19,9,0
49252,1,39,11,0
43789,0,18,2,0
89529,4,63,20,1
65362,5,62,8,1
6657,0,21,3,0
60413,9,42,2,1
39684,7,49,12,0
57224,9,60,13,1
83015,1,28,15,0
73029,8,54,19,1
60486,8,37,19,1
66966,4,38,12,1
1484,8,60,3,0
63007,6,59,2,1
49459,8,28,9,0
15114,3,48,8,0
71444,3,44,4,0
78509,3,66,7,0
98377,1,24,14,0
45048,6,52,8,0
40141,10,49,12,0
31455,3,20,8,0
15537,2,24,18,0
35468,4,62,2,0
22621,3,39,17,0
13054,1,68,19,0
89729,5,33,19,1
50584,7,56,5,1
44785,7,24,16,0
32344,8,36,16,0
17123,10,41,4,0
16452,1,29,11,0
2965,5,63,10,0
97800,6,59,2,1
25899,3,48,6,0
28929,1,38,19,0
12929,2,23,12,0
22643,9,53,17,0
68436,5,30,12,1
29286,7,56,8,0
79410,10,22,17,1
64914,1,29,3,0
37885,8,31,14,0
57608,5,63,15,1
90631,9,48,8,1
30562,3,60,6,0
16075,7,39,12,0
16005,3,27,11,0
4791,1,44,9,0
69977,10,37,8,1
32549,2,39,16,0
68314,2,57,20,0
70847,9,42,6,1
97254,2,53,6,0
64133,8,23,2,1
44866,7,51,7,0
78930,0,65,6,0
25280,3,26,4,0
26208,6,27,12,0
95902,4,69,16,1
62818,3,47,4,0
32414,4,36,18,0
21742,4,26,15,0
98875,7,36,18,1
3539,3,59,12,0
19552,1,49,17,0
10372,6,33,6,0
59777,1,37,14,0
14476,9,18,18,0
11637,1,58,1,0
40222,10,65,5,0
99510,3,29,3,0
45983,0,46,10,0
63943,10,28,5,1
10537,2,68,2,0
14785,4,69,11,0
56622,0,40,10,0
50513,10,39,2,1
83745,3,38,8,0
37244,3,24,9,0
97096,2,50,19,0
34409,5,37,2,0
40597,6,19,3,0
62110,4,61,17,1
17583,0,49,16,0
46389,1,37,4,0
89526,8,27,19,1
48018,6,29,6,0
86787,0,64,3,0
69574,3,26,13,0
71764,9,66,2,1
90069,4,60,18,1
83469,5,21,17,1
94780,2,47,1,0
46538,7,46,3,0
84689,5,32,15,1
35046,3,68,13,0
45392,8,23,9,0
77378,10,62,18,1
87828,0,62,10,0
54305,0,55,9,0
88526,6,36,11,1
16510,8,63,9,0
99840,4,36,1,1
10792,6,59,9,0
92635,1,31,12,0
85123,8,41,12,1
28550,7,64,5,0
63616,10,38,13,1
75992,5,44,17,1
65478,4,49,9,1
53438,7,19,13,1
9765,10,61,13,0
6195,0,26,5,0
3829,0,22,12,0
1619,6,57,18,0
81548,4,20,19,1
6525,7,18,14,0
23900,5,59,18,0
24442,10,33,20,0
61985,4,40,19,1
92190,7,52,1,1
90052,0,68,4,0
1556,6,48,9,0
11048,2,31,10,0
70790,1,31,15,0
93290,0,47,17,0
83153,6,48,14,1
87944,9,69,19,1
73324,6,53,3,1
6744,3,23,2,0
92670,9,47,7,1
61674,0,61,10,0
78418,0,59,14,0
87971,6,46,15,1
55671,0,38,6,0
14173,6,19,11,0
90467,10,18,5,1
23751,2,68,3,0
36859,8,20,8,0
77894,8,32,20,1
82838,3,20,18,0
18859,1,63,13,0
38340,7,31,1,0
37141,5,56,3,0
3577,8,33,6,0
65040,9,65,19,1
72062,6,19,7,1
36165,1,20,16,0
90640,5,38,19,1
12086,2,39,17,0
81531,8,59,2,1
57786,10,33,20,1
11682,8,26,20,0
77120,2,37,9,0
47637,6,48,13,0
86866,0,27,10,0
53460,5,64,12,1
35285,6,24,3,0
49937,5,24,12,0
39679,4,62,2,0
38491,9,38,3,0
44035,5,40,20,0
50900,0,46,8,0
2444,7,66,18,0
54095,4,61,13,1
79622,8,47,14,1
88033,6,70,19,1
1316,5,50,9,0
55757,1,41,17,0
47734,5,65,19,0
84578,0,65,17,0
19643,9,67,13,0
95662,6,50,13,1
56930,0,40,18,0
21388,3,45,13,0
80707,7,47,1,1
49692,5,41,14,0
47261,0,56,10,0
70950,1,62,5,0
52592,5,49,16,1
6505,3,51,19,0
63627,10,35,17,1
48787,2,30,11,0
81910,7,26,1,1
23235,10,43,20,0
25564,10,25,15,0
63456,9,51,7,1
96406,3,41,11,0
62745,5,42,3,1
32608,10,51,7,0
64642,5,58,18,1
78285,5,28,18,1
31295,9,18,9,0
87810,9,65,6,1
78365,4,64,20,1
79508,2,33,9,0
49019,7,68,6,0
45454,4,45,7,0
43930,2,36,15,0
27958,2,28,2,0
99754,8,34,9,1
68605,0,26,5,0
79029,9,47,18,1
5352,8,55,10,0
10799,5,58,11,0
11439,0,45,2,0
49218,6,29,8,0
83523,10,52,18,1
38970,10,60,4,0
45290,3,35,5,0
91278,8,51,18,1
91265,8,42,19,1
8045,10,47,6,0
7530,1,45,18,0
69579,5,37,17,1
78197,5,60,4,1
7446,3,46,18,0
54012,5,30,12,1
75537,4,47,13,1
70673,9,19,8,1
35494,5,39,3,0
68029,8,63,18,1
88645,3,20,5,0
67653,6,30,13,1
39265,4,44,7,0
25004,5,31,1,0
93277,0,56,4,0
9719,4,27,9,0
56000,1,34,15,0
13574,3,30,15,0
50157,1,41,18,0
42841,6,27,12,0
13256,2,22,13,0
3129,5,47,17,0
60851,4,39,20,1
17418,8,57,1,0
14385,10,44,19,0
42246,8,51,5,0
95762,0,38,20,0
91637,2,39,20,0
82297,3,53,14,0
69111,0,33,10,0
12383,8,62,3,0
69851,0,52,7,0
67416,8,70,4,1
78414,2,36,13,0
19270,9,45,11,0
74156,8,21,14,1
92486,0,65,3,0
3835,2,59,10,0
76475,6,54,6,1
77380,8,19,8,1
38481,6,69,16,0
29290,8,56,14,0
96979,6,62,9,1
11208,2,59,2,0
23007,9,31,8,0
9379,0,22,17,0
73828,0,65,9,0
70465,2,26,11,0
52408,5,47,11,1
40987,9,43,8,0
58888,5,59,11,1
39994,3,47,1,0
72500,3,20,15,0
77368,7,67,16,1
15800,4,50,8,0
66383,1,27,9,0
3246,5,65,19,0
21168,1,18,8,0
6535,8,62,17,0
35329,10,28,19,0
53886,1,19,6,0
6058,6,19,3,0
32640,7,53,9,0
61356,5,49,10,1
38773,1,35,13,0
24160,10,19,1,0
27768,2,57,16,0
84737,6,41,6,1
74439,5,34,4,1
77215,4,68,2,1
27904,4,58,10,0
92357,6,62,18,1
60578,2,50,12,0
65361,5,36,4,1
19815,2,61,10,0
54747,0,31,5,0
96656,8,54,8,1
61079,6,37,19,1
83352,0,30,19,0
89703,5,25,4,1
41721,10,61,16,0
64471,2,56,11,0
25407,10,56,3,0
73736,6,34,10,1
11718,10,38,10,0
80915,0,70,1,0
30373,8,70,14,0
57347,1,61,19,0
38113,7,19,11,0
14015,0,29,14,0
90556,7,60,9,1
87397,6,42,9,1
4142,7,56,10,0
33873,0,26,18,0
50886,4,52,6,1
45035,0,70,18,0
36000,2,30,4,0
88384,6,18,4,1
96235,1,33,19,0
13354,4,24,14,0
2374,3,31,20,0
75281,0,41,18,0
25984,5,55,9,0
70999,7,39,19,1
67024,6,38,2,1
96092,2,66,6,0
46244,7,62,12,0
30020,5,33,8,0
88948,9,41,2,1
77784,9,22,2,1
21423,4,52,20,0
54801,2,53,7,0
16936,5,65,7,0
91688,9,38,10,1
96152,8,39,11,1
65480,4,61,5,1
30505,9,42,10,0
14459,0,63,7,0
28716,2,57,20,0
49008,5,24,14,0
29637,9,26,20,0
68181,0,24,19,0
36072,8,27,5,0
68011,8,58,19,1
45728,10,42,4,0
79570,8,39,13,1
80110,9,66,12,1
78547,5,38,9,1
49542,0,34,3,0
16162,9,34,19,0
59310,6,45,15,1
98606,5,41,5,1
32402,6,51,16,0
23477,10,64,9,0
9727,7,52,3,0
2486,4,23,1,0
41393,5,68,19,0
62929,6,25,19,1
44243,3,34,20,0
14176,2,23,20,0
15370,1,54,9,0
31369,5,69,4,0
60371,7,41,19,1
93166,1,60,9,0
12979,5,45,3,0
9105,7,52,4,0
60276,0,64,18,0
78645,8,36,20,1
55214,0,50,11,0
78329,1,51,10,0
64069,2,20,14,0
83290,2,61,1,0
22949,0,62,2,0
71728,8,58,6,1
93002,5,59,16,1
1362,3,55,3,0
58749,2,56,4,0
80559,6,61,8,1
26918,4,40,8,0
86185,2,40,13,0
80698,10,42,6,1
72127,1,50,17,0
8569,7,64,3,0
26686,8,55,6,0
88998,9,63,15,1
70474,5,33,14,1
14680,5,47,5,0
77629,10,33,14,1
54884,2,66,16,0
38276,7,27,20,0
84766,10,62,19,1
14334,1,43,16,0
34826,2,67,16,0
26891,0,68,4,0
31173,4,49,1,0
16981,9,58,14,0
86475,6,41,8,1
56616,10,69,2,1
6266,7,30,5,0
35354,0,57,8,0
29479,1,34,19,0
52258,9,21,3,1
14895,7,47,9,0
48221,2,28,19,0
11817,1,36,15,0
33375,4,64,20,0
86833,0,62,13,0
59216,2,69,17,0
74759,6,34,11,1
57099,6,45,6,1
63304,8,19,8,1
63551,3,30,20,0
68489,10,48,5,1
63531,8,20,6,1
60614,0,65,19,0
78555,4,69,5,1
9254,2,52,7,0
13323,2,61,4,0
59274,6,61,7,1
72003,8,30,16,1
65922,8,28,6,1
71052,3,46,15,0
25907,10,44,19,0
28809,9,38,6,0
28666,6,33,2,0
46489,0,47,9,0
23691,10,60,2,0
4356,6,60,2,0
37132,7,67,10,0
55140,7,22,4,1
95263,0,37,4,0
78933,9,68,5,1
96877,6,32,7,1
55322,9,44,12,1
71008,9,54,20,1
15756,0,30,18,0
56403,10,31,3,1
64912,4,33,18,1
44494,7,45,15,0
61976,3,22,6,0
71681,3,40,9,0
61856,8,65,7,1
87370,9,59,11,1
19978,9,37,20,0
39016,2,58,19,0
53968,8,43,2,1
44300,5,32,15,0
83867,4,21,16,1
85143,3,50,10,0
94478,10,30,5,1
3933,4,39,6,0
39618,4,38,2,0
36345,10,47,15,0
95329,7,51,17,1
41178,4,55,9,0
95293,8,42,16,1
15396,7,47,13,0
3391,5,26,7,0
84974,7,41,15,1
30677,0,24,2,0
61583,3,34,6,0
15451,7,65,12,0
37890,2,42,6,0
45203,4,33,2,0
89322,0,24,5,0
32360,4,38,20,0
76802,2,39,4,0
40325,8,60,13,0
36160,8,51,5,0
88709,5,26,11,1
5512,1,44,17,0
72756,9,41,1,1
74941,10,69,18,1
87159,10,24,8,1
84771,10,24,5,1
34463,7,58,13,0
40049,2,63,10,0
59559,5,63,5,1
62530,0,38,6,0
71822,2,30,11,0
16902,7,19,12,0
72910,10,47,12,1
68919,6,30,8,1
4254,6,23,3,0
89105,9,23,19,1
19044,3,70,8,0
71931,8,64,15,1
15193,5,36,13,0
73639,4,60,8,1
8296,9,24,14,0
4300,8,58,14,0
69708,7,47,7,1
90028,9,27,4,1
88564,3,57,5,0
67235,9,32,5,1
96844,0,63,12,0
25121,7,56,7,0
75758,4,29,11,1
61176,6,59,15,1
88278,10,19,12,1
99761,5,33,19,1
6719,0,36,18,0
4318,8,59,17,0
80878,7,65,10,1
45249,10,31,6,0
35152,8,67,9,0
99895,2,48,11,0
40309,2,58,11,0
66134,10,66,8,1
27388,5,32,19,0
90001,2,43,4,0
59044,5,56,14,1
72421,10,52,17,1
97326,7,58,18,1
30748,6,26,2,0
3514,10,21,1,0
62070,10,45,3,1
70001,7,42,17,1
98663,10,39,10,1
95644,9,38,18,1
27899,6,67,2,0
70955,6,22,15,1
77596,6,22,12,1
99433,2,69,15,0
29736,2,43,15,0
65655,5,59,5,1
1131,8,23,14,0
71706,4,22,17,1
49284,10,41,4,0
99959,3,20,17,0
47600,4,26,17,0
9389,1,61,3,0
25825,1,24,3,0
26201,0,61,17,0
95510,7,68,6,1
76634,10,25,8,1
89591,5,23,10,1
63065,4,63,7,1
65651,0,60,8,0
55464,6,61,7,1
9125,5,61,4,0
38775,9,65,10,0
86107,5,65,6,1
38073,4,51,2,0
39243,2,24,3,0
71496,3,37,14,0
96396,0,62,17,0
21607,7,51,17,0
31596,9,36,16,0
81746,0,39,2,0
78107,7,67,1,1
87880,10,27,12,1
82112,3,19,4,0
53480,9,59,17,1
84525,5,56,2,1
62306,4,44,4,1
14185,3,35,13,0
49606,3,36,1,0
77734,2,55,14,0
29793,0,38,18,0
35331,3,62,4,0
40606,1,51,5,0
95331,4,24,6,1
35233,5,60,16,0
19657,5,58,13,0
76356,7,54,13,1
8642,6,69,10,0
14565,3,48,15,0
1430,0,37,19,0
46962,5,42,15,0
4693,3,30,19,0
6224,8,27,14,0
38528,5,43,14,0
11594,4,68,5,0
71687,10,48,8,1
44791,4,66,1,0
25519,2,48,2,0
47290,2,27,12,0
73612,6,69,17,1
28323,5,27,5,0
43104,2,57,4,0
1744,8,46,13,0
23252,4,56,19,0
46287,2,44,3,0
86527,5,69,9,1
38000,2,45,7,0
92875,10,35,5,1
76431,6,38,19,1
70074,10,67,4,1
65061,1,27,10,0
16267,5,46,3,0
70383,8,21,11,1
22120,3,40,6,0
99992,2,29,4,0
70428,3,21,12,0
87898,1,42,10,0
93496,0,51,8,0
30444,2,43,8,0
96748,4,24,11,1
37170,6,29,13,0
39765,2,46,4,0
62008,8,63,6,1
19995,0,51,13,0
34600,0,61,11,0
13875,3,44,18,0
9139,1,32,8,0
98981,8,44,11,1
47716,9,45,20,0
87534,2,18,2,0
74065,6,50,13,1
4975,8,22,3,0
30177,5,19,18,0
86976,6,44,14,1
81181,3,61,20,0
76296,6,36,12,1
72866,4,23,6,1
31001,9,45,11,0
37448,4,47,10,0
45318,5,28,20,0
4378,3,30,13,0
18381,6,45,9,0
11105,3,53,6,0
20173,2,54,15,0
76943,4,51,15,1
7317,10,20,4,0
72814,6,57,8,1
90784,5,36,14,1
33411,8,69,3,0
31765,0,50,8,0
81724,6,65,11,1
36783,7,60,5,0
65650,7,62,17,1
96790,0,52,19,0
77227,4,53,6,1
66510,0,39,12,0
24843,10,19,7,0
50383,7,65,20,1
63796,7,50,12,1
41350,10,57,18,0
97013,10,40,7,1
68238,10,70,10,1
83189,6,68,15,1
46243,3,37,17,0
63744,6,33,7,1
53720,3,21,5,0
16456,4,64,4,0
32215,5,20,13,0
36518,7,70,1,0
51547,1,27,14,0
52979,5,53,6,1
92462,10,41,19,1
59105,7,60,8,1
67100,10,18,4,1
61208,1,37,3,0
69807,6,24,4,1
31049,8,50,3,0
6600,2,58,10,0
26844,9,69,7,0
67465,10,66,12,1
43362,2,62,2,0
4608,3,41,10,0
40683,1,38,20,0
22567,2,52,3,0
40133,4,25,11,0
6083,6,22,4,0
74330,0,47,11,0
19368,6,37,12,0
7815,6,57,14,0
60583,5,69,16,1
5926,7,27,7,0
61597,1,55,10,0
82860,1,50,11,0
73100,3,37,4,0
27390,2,30,14,0
17255,7,30,14,0
80991,8,40,11,1
92458,8,44,13,1
35505,9,20,12,0
77851,7,20,3,1
47800,2,29,19,0
78021,2,44,13,0
92457,0,42,14,0
76112,0,47,2,0
34158,7,49,2,0
3897,2,45,16,0
20928,0,62,19,0
90007,3,43,16,0
9357,10,22,1,0
15382,1,69,8,0
57508,8,59,1,1
17696,9,59,6,0
91317,9,35,15,1
5089,10,20,20,0
27993,10,66,1,0
22667,9,34,7,0
69678,0,55,10,0
8552,10,23,19,0
8482,3,34,13,0
88674,10,62,20,1
80489,5,41,13,1
6518,10,58,9,0
59525,0,27,11,0
42377,2,20,2,0
68702,3,22,15,0
40402,5,20,3,0
19015,3,49,1,0
99287,7,70,14,1
3668,9,58,2,0
86929,9,23,16,1
97088,9,31,18,1
70483,4,37,16,1
34299,3,44,14,0
71688,10,32,5,1
42813,8,66,16,0
87300,4,66,4,1
31702,10,52,10,0
55620,9,43,1,1
48952,9,56,5,0
81558,2,22,6,0
86593,7,69,15,1
90977,7,51,8,1
32509,4,28,11,0
17926,8,27,6,0
90903,1,39,5,0
51889,2,46,12,0
72768,5,39,2,1
94549,0,34,6,0
55276,9,62,5,1
60806,9,50,4,1
73909,6,35,16,1
35931,4,68,8,0
13885,1,34,14,0
83225,9,37,10,1
1778,4,53,5,0
10386,8,58,4,0
62202,3,18,3,0
42791,7,68,4,0
64612,5,46,1,1
97368,6,41,18,1
57130,8,47,11,1
27041,0,24,14,0
48718,4,26,2,0
17083,8,30,7,0
15047,9,52,14,0
58500,3,54,8,0
66029,5,30,10,1
3047,0,56,3,0
78031,0,29,12,0
64854,7,26,15,1
80019,2,64,7,0
39820,5,54,11,0
83742,3,38,17,0
13183,0,43,3,0
20742,3,33,14,0
78405,5,59,5,1
73817,2,55,6,0
96615,1,63,6,0
49455,0,37,14,0
65714,0,18,20,0
91096,5,28,6,1
88219,5,33,5,1
81278,7,57,14,1
9561,9,54,19,0
63394,5,32,9,1
28347,10,60,14,0
84467,1,63,12,0
11820,10,66,8,0
1130,6,49,15,0
93200,2,61,11,0
69488,8,44,18,1
90440,1,28,11,0
15609,9,68,19,0
30370,4,29,12,0
93738,2,52,1,0
42040,3,60,4,0
53115,2,33,15,0
95143,1,45,7,0
87053,9,24,19,1
59739,5,59,6,1
86314,0,64,1,0
64092,3,60,11,0
44836,3,70,11,0
42115,0,46,1,0
30130,0,45,13,0
10735,8,34,6,0
56256,10,67,11,1
35189,0,54,15,0
4002,9,35,7,0
99742,9,47,15,1
27643,10,55,14,0
2846,10,29,18,0
91203,1,62,9,0
17552,5,55,17,0
26667,2,58,1,0
28419,6,37,9,0
63564,3,35,4,0
77046,8,38,19,1
75609,7,48,2,1
2133,6,45,7,0
77761,8,49,6,1
87954,1,51,5,0
50222,4,65,16,1
83191,4,63,6,1
34952,7,46,16,0
8903,7,57,5,0
99695,7,49,3,1
51294,0,49,11,0
86966,3,26,3,0
19169,5,34,9,0
97297,3,63,15,0
75631,10,37,19,1
14565,7,54,5,0
8732,8,40,17,0
87917,5,24,6,1
64136,6,19,5,1
54542,1,35,14,0
1141,6,48,20,0
81834,9,63,12,1
53616,5,54,8,1
2826,5,20,1,0
24429,8,62,19,0
83349,7,62,3,1
33035,4,36,17,0
41854,6,18,13,0
34837,1,30,11,0
81649,4,62,14,1
70485,1,56,2,0
23478,0,69,12,0
90453,0,32,6,0
60481,1,23,12,0
20443,7,33,14,0
36312,6,64,4,0
64033,1,51,11,0
42175,5,31,10,0
14909,10,61,20,0
53893,2,66,14,0
43821,0,30,11,0
75194,1,62,8,0
60634,2,27,9,0
64920,3,30,6,0
86161,3,44,13,0
40687,3,25,14,0
41370,10,21,4,0
23133,7,22,16,0
37664,0,40,14,0
77492,4,19,13,1
44320,4,56,7,0
39622,7,26,5,0
80723,8,29,13,1
19179,6,60,17,0
65403,4,58,4,1
71845,10,58,9,1
69312,7,46,7,1
34920,2,26,17,0
62124,10,41,20,1
3237,7,50,18,0
34687,5,62,7,0
43324,2,25,2,0
7798,7,50,20,0
48305,10,45,7,0
25007,6,35,3,0
99284,5,23,20,1
94961,8,18,17,1
86636,3,63,3,0
48635,6,44,11,0
39782,10,35,11,0
68076,8,57,3,1
71251,4,58,11,1
91634,2,59,2,0
1279,9,51,5,0
12474,2,44,10,0
11220,7,34,11,0
29054,0,39,17,0
33020,7,48,4,0
45411,3,50,12,0
28606,8,18,4,0
59666,7,43,4,1
95792,10,65,14,1
63851,1,45,1,0
71914,10,25,5,1
86650,9,53,17,1
63290,0,20,4,0
11968,3,36,2,0
12546,6,30,3,0
3843,7,20,7,0
16710,3,38,16,0
88235,0,21,17,0
89521,0,47,19,0
60793,2,50,6,0
76982,4,19,8,1
44249,2,62,11,0
3394,8,39,17,0
23597,4,53,3,0
12627,1,45,20,0
47156,0,39,11,0
72549,10,68,2,1
31300,2,29,3,0
44235,8,43,9,0
6074,4,32,14,0
63048,5,37,14,1
26813,8,67,16,0
28085,2,64,14,0
36414,3,20,6,0
17694,8,35,17,0
11424,4,61,3,0
72124,9,48,1,1
7800,7,30,12,0
89742,5,65,12,1
71368,4,40,18,1
92123,8,44,2,1
34643,6,49,6,0
41589,5,58,10,0
59710,7,51,3,1
31594,6,63,5,0
86606,9,48,20,1
76274,7,21,8,1
68093,2,28,19,0
28591,6,21,15,0
66876,2,45,9,0
81726,3,68,14,0
35166,6,39,8,0
97470,10,34,15,1
39187,4,56,6,0
